post_title,post_slug,post_status,post_type,post_category,post_content,post_address,city,region,zip,country,post_latitude,post_longitude,geodir_contact_phone,geodir_email,geodir_website,geodir_practice_name,street,geodir_license_type,geodir_license_number,geodir_license_state,geodir_license_verified,geodir_specializations,geodir_insurance_accepted,geodir_sliding_scale,geodir_price_range_min,geodir_price_range_max,geodir_session_length,geodir_telehealth,geodir_telehealth_platform,geodir_accepting_new_patients,geodir_wait_time,geodir_languages,geodir_therapy_approaches,geodir_age_groups_served,geodir_gender,geodir_years_experience,geodir_education,geodir_profile_image_url,geodir_google_rating,geodir_google_review_count,geodir_last_verified_date,geodir_data_source,geodir_enrichment_status
Present Mind Consulting,present-mind-consulting-baltimore-md,publish,gd_place,Therapist,"Present Mind Consulting (PhD) in Baltimore, MD. Specializes in Chronic Illness, Couples/Marriage, Grief, Stress Management.","106 Old Court Rd Unit 202, Baltimore, MD 21208",Baltimore,MD,21208,US,39.3783529,-76.7202647,(202) 664-0991,,http://www.presentmindconsulting.com,,106 Old Court Rd UNIT 202,PhD,,MD,,"Chronic Illness, Couples/Marriage, Grief, Stress Management",,Unknown,,,,Unknown,,Unknown,,,Mindfulness-Based,,,,"techniques for pain management, based on my [book](https://www.amazon.com/train-your-brain-beat-chronic/dp/1462558526); ms on topics in sport; md ""Proud Member of TherapyDen"")",,5.0,4,2026-02-18,outscraper,enriched_basic
"Principle Psychological Solutions, LLC",principle-psychological-solutions-llc-college-park-md,publish,gd_place,Therapist,"Principle Psychological Solutions, LLC in College Park, MD.","9658 Baltimore Ave Suite 300, College Park, MD 20740",College Park,MD,20740,US,39.013196,-76.9285649,,,https://www.principlepsychservices.org,,9658 Baltimore Ave Suite 300,,,MD,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
"Michael Boyle, PHD",michael-boyle-phd-ellicott-city-md,publish,gd_place,Therapist,"Michael Boyle, PHD (PhD) in Ellicott City, MD.","3355 St Johns Ln, Ellicott City, MD 21042",Ellicott City,MD,21042,US,39.2777973,-76.8251217,(410) 465-2500,,,,3355 St Johns Ln,PhD,,MD,,,,,,,,,,,,,,,,,,,5.0,2,2026-02-18,outscraper,cleaned
Annapolis Psychological Associates,annapolis-psychological-associates-annapolis-md,publish,gd_place,Therapist,"Annapolis Psychological Associates (MD/Psychiatrist) in Annapolis, MD. Specializes in ADHD, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent.","130 Lubrano Dr #312, Annapolis, MD 21401",Annapolis,MD,21401,US,38.9875,-76.552391,(410) 897-1088,,http://www.annapolispsychological.com,,130 Lubrano Dr #312,MD/Psychiatrist,,MD,,"ADHD, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Family, Life Transitions, OCD, Stress Management",,Unknown,,,,Unknown,,Unknown,,,CBT,,,,"ms
  * ### ADD / ADHD Treatment; Ph.D.
![](https://annapolispsychological.com/wp-content/uploads/2018/04/image05.jpg); PhD. is a licensed clinical psychologist in private practice in McLean",,,0,2026-02-18,outscraper,enriched_basic
"Erica Martin LCSW-C, ADS, CMFSW, Reiki Master Owner of Martin Counseling and Associates, LLC",erica-martin-lcsw-c-ads-cmfsw-reiki-master-owner-of-martin-counseling-and-associates-llc-ellicott-city-md,publish,gd_place,Therapist,"Erica Martin LCSW-C, ADS, CMFSW, Reiki Master Owner of Martin Counseling and Associates, LLC (LCSW) in Ellicott City, MD.","5126 Dorsey Hall Dr 2Nd Floor, Ellicott City, MD 21042",Ellicott City,MD,21042,US,39.245471,-76.83432429999999,(443) 610-2404,,,,5126 Dorsey Hall Dr 2nd floor,LCSW,,MD,,,,,,,,,,,,,,,,,,,5.0,3,2026-02-18,outscraper,cleaned
Reaching Ahead Counseling and Mental Performance,reaching-ahead-counseling-and-mental-performance-annapolis-md,publish,gd_place,Therapist,"Reaching Ahead Counseling and Mental Performance in Annapolis, MD.","2152 Renard Ct, Annapolis, MD 21401",Annapolis,MD,21401,US,38.996083,-76.552194,(410) 980-2014,,http://www.reachingahead.com,,2152 Renard Ct,,,MD,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
Adamo Sonya Psy.D.,adamo-sonya-psyd-laurel-md,publish,gd_place,Therapist,"Adamo Sonya Psy.D. (PsyD) in Laurel, MD. Specializes in Chronic Illness, Family, Grief. Telehealth available.","14440 Cherry Lane Ct # 203, Laurel, MD 20707",Laurel,MD,20707,US,39.088672,-76.855509,(301) 776-8080,,https://www.drsonyaadamo.com,,14440 Cherry Lane Ct # 203,PsyD,,MD,,"Chronic Illness, Family, Grief",,Unknown,,,,Yes - Video,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
Haley's Mind of Care Services LLC,haleys-mind-of-care-services-llc-bowie-md,publish,gd_place,Therapist,"Haley's Mind of Care Services LLC in Bowie, MD. Specializes in Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression. Accepts BlueCross BlueShield, CareFirst.","16701 Melford Blvd, Bowie, MD 20715",Bowie,MD,20715,US,38.9614408,-76.7146939,(240) 429-5390,,https://www.hmocs.org,,16701 Melford Blvd,,,MD,,"Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, OCD, PTSD/Trauma","BlueCross BlueShield, CareFirst",Unknown,,,,Unknown,,Unknown,,,CBT,,,,"s](https://www.hmocs.org/ceu-trainings/); company that opened in january of 2008; s and/or workshops to mental health professionals needing continuing education units. trainings & workshops include the following: diagnosing & effective treatment planning: utilizing dsm v, understan",,4.0,4,2026-02-18,outscraper,enriched_full
"Thomas DiPaola, Psy.D.",thomas-dipaola-psyd-burtonsville-md,publish,gd_place,Therapist,"Thomas DiPaola, Psy.D. (PsyD) in Burtonsville, MD. Specializes in Anxiety, Chronic Illness, Couples/Marriage, Depression, Family. Accepts Self-Pay Only.","Rotella Chiropractic & Acupuncture Center, 15891 Kruhm Rd, Burtonsville, MD 20866",Burtonsville,MD,20866,US,39.1183386,-76.94703539999999,,,http://drrotella.com/psychology-services,,"Rotella Chiropractic & Acupuncture Center, 15891 Kruhm Rd",PsyD,,MD,,"Anxiety, Chronic Illness, Couples/Marriage, Depression, Family, Grief, Life Transitions, Stress Management",Self-Pay Only,Unknown,150.0,175.0,,Unknown,,Unknown,,,"CBT, Humanistic, Psychodynamic",,,,MD 20866](https://goo.gl/maps/BU7j1s9qrwv),,5.0,1,2026-02-18,outscraper,enriched_full
Dr. Shauna Moore Reynolds,dr-shauna-moore-reynolds-calverton-md,publish,gd_place,Therapist,"Dr. Shauna Moore Reynolds in Calverton, MD. Specializes in Anger Management, Anxiety, Couples/Marriage, Depression, Family. Telehealth available.","11785 Beltsville Dr # 120, Calverton, MD 20705",Calverton,MD,20705,US,39.0515051,-76.9348414,(240) 389-1487,,http://www.smrcounselingservices.com,,11785 Beltsville Dr # 120,,,MD,,"Anger Management, Anxiety, Couples/Marriage, Depression, Family, Life Transitions, PTSD/Trauma, Stress Management",,Unknown,,,,Yes - Video,,Unknown,,,"CBT, Mindfulness-Based, Motivational Interviewing",,,,.com/images/telehealthlogo.png)](https://telementalhealthtraining.com/?partner_id=14042); ma Potochny,,3.4,5,2026-02-18,outscraper,enriched_basic
Maryland Psychological Services,maryland-psychological-services-glen-burnie-md,publish,gd_place,Therapist,"Maryland Psychological Services (PhD) in Glen Burnie, MD.","7310 Ritchie Hwy #406, Glen Burnie, MD 21061",Glen Burnie,MD,21061,US,39.1714399,-76.620575,(410) 760-3600,,,,7310 Ritchie Hwy #406,PhD,,MD,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
"Janelle Maldonado-Saad, PHD",janelle-maldonado-saad-phd-union-bridge-md,publish,gd_place,Therapist,"Janelle Maldonado-Saad, PHD (PhD) in Union Bridge, MD.","12812 Boxwood Ln, Union Bridge, MD 21791",Union Bridge,MD,21791,US,39.484516,-77.220489,(301) 898-1160,,,,12812 Boxwood Ln,PhD,,MD,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Maryland EMDR & Psychological Services,maryland-emdr-psychological-services-columbia-md,publish,gd_place,Therapist,"Maryland EMDR & Psychological Services (PhD) in Columbia, MD.","8894 Stanford Blvd Ste 103, Columbia, MD 21045",Columbia,MD,21045,US,39.191715,-76.814374,(443) 595-6882,,http://www.marylandemdr.com,,8894 Stanford Blvd STE 103,PhD,,MD,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
"Dr. Rachel Micol, Licensed Psychologist",dr-rachel-micol-licensed-psychologist-germantown-md,publish,gd_place,Therapist,"Dr. Rachel Micol, Licensed Psychologist (PhD) in Germantown, MD. Specializes in Addiction, PTSD/Trauma, Sleep Issues, Stress Management. Telehealth available.","13240 Executive Park Terrace, Germantown, MD 20874",Germantown,MD,20874,US,39.1805516,-77.27479439999999,,,https://www.collaborativepsychmd.com,,13240 Executive Park Terrace,PhD,,MD,,"Addiction, PTSD/Trauma, Sleep Issues, Stress Management",,Unknown,,,,Yes - Video,,Unknown,,,"CBT, DBT, Mindfulness-Based",,,,and consultation to other mental health professionals and organizations committed to deepening their trauma-informed practices. we believe that building a _trauma-informed communit_ y starts with shar; ma services tailored to _your_ needs; ma and its far-reaching impact on mental,,,0,2026-02-18,outscraper,enriched_basic
"Ashwin Babuji, DO",ashwin-babuji-do-new-york-ny,publish,gd_place,Therapist,"Ashwin Babuji, DO in New York, NY.","226 W 14Th St, New York, Ny 10011",New York,NY,10011,US,40.7390168,-74.0011397,(212) 604-1800,,https://profiles.mountsinai.org/ashwin-babuji%3Futm_source%3DYext%26utm_medium%3Dphysician_listing%26utm_campaign%3DYEXTMD%26utm_term%3Dprimarycare%26y_source%3D1_MTA2ODgwMjM2MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,,226 W 14th St,,,NY,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
Inspired Leadership Therapy and Consulting Services,inspired-leadership-therapy-and-consulting-services-beltsville-md,publish,gd_place,Therapist,"Inspired Leadership Therapy and Consulting Services in Beltsville, MD. Specializes in Addiction, Family.","11720 Beltsville Dr Suite 500-A18, Beltsville, MD 20705",Beltsville,MD,20705,US,39.0509429,-76.9410324,(240) 696-9200,,http://www.inspiredlead.org,,11720 Beltsville Dr Suite 500-A18,,,MD,,"Addiction, Family",,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,1,2026-02-18,outscraper,enriched_basic
Dr. Michael Gombatz at Severn Psychological & Educational Services,dr-michael-gombatz-at-severn-psychological-educational-services-riva-md,publish,gd_place,Therapist,"Dr. Michael Gombatz at Severn Psychological & Educational Services (PhD) in Riva, MD. Specializes in ADHD, Addiction, Anger Management, Bipolar Disorder, Child/Adolescent. Accepts Aetna, BlueCross BlueShield, CareFirst and 8 more.","353 Berkshire Dr, Riva, MD 21140",Riva,MD,21140,US,38.9445272,-76.5779064,(410) 269-7789,,http://www.severnpsych.org,,353 Berkshire Dr,PhD,,MD,,"ADHD, Addiction, Anger Management, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Family, Life Transitions, PTSD/Trauma","Aetna, BlueCross BlueShield, CareFirst, Cigna, Magellan, Medicaid, Medicare, Out-of-Network, PHCS, Tricare, UnitedHealthcare",Unknown,,,,Unknown,,Unknown,,,,,,,"al services](https://www.severnpsych.org/home); al services; al specialist, we offer comprehensive psychological and educational services to children, adolescents, and adults. we do individual, family and marital psychotherapy and psychological assessments. we",,1.0,2,2026-02-18,outscraper,enriched_full
"Elyse J. Kaplan, PsyD",elyse-j-kaplan-psyd-baltimore-md,publish,gd_place,Therapist,"Elyse J. Kaplan, PsyD (PsyD) in Baltimore, MD. Specializes in Addiction, Child/Adolescent, LGBTQ+. Telehealth available.","1001 Cathedral St, Baltimore, MD 21201",Baltimore,MD,21201,US,39.3011085,-76.6172177,(410) 837-2050,,http://www.chasebrexton.org,,1001 Cathedral St,PsyD,,MD,,"Addiction, Child/Adolescent, LGBTQ+",,Unknown,350.0,350.0,,Yes - Video,,Unknown,,,,,,,chase brexton's nutrition team consults with patients in our diabetes management and hiv treatment programs to ensure that their diet supports their health goals and overall wellness. our nutritionist; MD 21201](https://www.google.com/maps/place/1111%20North%20Charles%20Street; MD 21045](https://www.google.com/maps/place/5500%20Knoll%20North%20Drive,,,0,2026-02-18,outscraper,enriched_basic
A Secure Base Psychotherapy,a-secure-base-psychotherapy-silver-spring-md,publish,gd_place,Therapist,"A Secure Base Psychotherapy in Silver Spring, MD. Specializes in Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression. Accepts Out-of-Network. Telehealth available.","17003 Barn Ridge Dr, Silver Spring, MD 20906",Silver Spring,MD,20906,US,39.1224964,-77.0475919,(301) 996-0809,,http://www.asecurebase.com,,17003 Barn Ridge Dr,,,MD,,"Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, PTSD/Trauma, Stress Management",Out-of-Network,Unknown,,,,Yes - Video,,Unknown,,,,,,,ms for our clients in individual,,,0,2026-02-18,outscraper,enriched_full
Fielding Psychological Associates,fielding-psychological-associates-ellicott-city-md,publish,gd_place,Therapist,"Fielding Psychological Associates (PhD) in Ellicott City, MD.","3697 Park Ave #200, Ellicott City, MD 21043",Ellicott City,MD,21043,US,39.269171,-76.798039,(410) 868-4143,,,,3697 Park Ave #200,PhD,,MD,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Crane Daniel L MD,crane-daniel-l-md-new-york-ny,publish,gd_place,Therapist,"Crane Daniel L MD (MD/Psychiatrist) in New York, NY. Accepts Anthem, BlueCross BlueShield, Molina Healthcare.","130 E 18Th St Apt 1T, New York, Ny 10003",New York,NY,10003,US,40.7361064,-73.9865382,(212) 473-7798,,http://www.mountsinai.org/profiles/daniel-l-crane,,130 E 18th St Apt 1t,MD/Psychiatrist,,NY,,,"Anthem, BlueCross BlueShield, Molina Healthcare",Unknown,,,,Unknown,,Unknown,,English,,,,,* [icahn school of medicine at mount sinai](https://icahn.mssm.edu/); ](https://icahn.mssm.edu/education/medical); ](https://icahn.mssm.edu/education/graduate),,3.0,25,2026-02-18,outscraper,enriched_full
Developmental Psychology Services,developmental-psychology-services-rockville-md,publish,gd_place,Therapist,"Developmental Psychology Services (PhD) in Rockville, MD. Specializes in ADHD, Autism Spectrum, Child/Adolescent, Chronic Illness, Family. Accepts Out-of-Network.","1451 Rockville Pike Suite 250, Rockville, MD 20852",Rockville,MD,20852,US,39.0662469,-77.1285619,(301) 965-0427,,http://developmentalpsychologyservices.com,,1451 Rockville Pike Suite 250,PhD,,MD,,"ADHD, Autism Spectrum, Child/Adolescent, Chronic Illness, Family, Stress Management",Out-of-Network,Unknown,,,,Unknown,,Waitlist,,,,,,,"al evaluations; al evaluations, bringing deep knowledge and experience to each assessment; MD 20902 ](https://www.google.com/maps/search/?api=1&query=11303+Amherst+Ave+STE+1",,,0,2026-02-18,outscraper,enriched_full
"Petra Therapeutic Group, Llc",petra-therapeutic-group-llc-largo-md,publish,gd_place,Therapist,"Petra Therapeutic Group, Llc (PhD) in Largo, MD.","1300 Mercantile Ln # 198, Largo, MD 20774",Largo,MD,20774,US,38.9078977,-76.8387245,(240) 417-9283,,,,1300 Mercantile Ln # 198,PhD,,MD,,,,,,,,,,,,,,,,,,,1.0,1,2026-02-18,outscraper,cleaned
"Phyllis Daen, PHD",phyllis-daen-phd-glen-echo-md,publish,gd_place,Therapist,"Phyllis Daen, PHD (PhD) in Glen Echo, MD.","6000 Harvard Ave, Glen Echo, MD 20812",Glen Echo,MD,20812,US,38.9690414,-77.1431643,(301) 951-0330,,,,6000 Harvard Ave,PhD,,MD,,,,,,,,,,,,,,,,,,,3.0,2,2026-02-18,outscraper,cleaned
Rockville Psychological Services,rockville-psychological-services-rockville-md,publish,gd_place,Therapist,"Rockville Psychological Services (PhD) in Rockville, MD.","1451 Rockville Pike Suite 250, Rockville, MD 20852",Rockville,MD,20852,US,39.0662469,-77.1285619,(301) 637-4213,,https://www.rockvillepsych.com/%3Futm_source%3Dgoogle%26utm_medium%3Dwix_google_business_profile%26utm_campaign%3D13540252040474119147,,1451 Rockville Pike Suite 250,PhD,,MD,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
Maryland Psychological Services,maryland-psychological-services-columbia-md,publish,gd_place,Therapist,"Maryland Psychological Services in Columbia, MD.","10326 Sixpence Cir, Columbia, MD 21044",Columbia,MD,21044,US,39.1967201,-76.8743714,(410) 997-3961,,,,10326 Sixpence Cir,,,MD,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Center for Adult and Pediatric Psychological Services (CAPPS) - National Harbor,center-for-adult-and-pediatric-psychological-services-capps-national-harbor-laurel-md,publish,gd_place,Therapist,"Center for Adult and Pediatric Psychological Services (CAPPS) - National Harbor (PhD) in Laurel, MD.","8101 Sandy Spring Rd Suite 300-W18, Laurel, MD 20707",Laurel,MD,20707,US,39.1036689,-76.86722979999999,(240) 801-5568,,,,8101 Sandy Spring Rd suite 300-w18,PhD,,MD,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Laurel Fay & Associates,laurel-fay-associates-silver-spring-md,publish,gd_place,Therapist,"Laurel Fay & Associates in Silver Spring, MD. Specializes in Child/Adolescent, Couples/Marriage, Family, Stress Management. Telehealth available. Currently accepting new patients.","8720 Georgia Ave #308, Silver Spring, MD 20910",Silver Spring,MD,20910,US,38.9977466,-77.030369,(301) 563-9520,,http://www.laurelfay.com,,8720 Georgia Ave #308,,,MD,,"Child/Adolescent, Couples/Marriage, Family, Stress Management",,Unknown,,,,Yes - Video,TheraNest,Yes,,,,,,,ms → Testimonials Meet Our Team Our Services → Individual Therapy → Marriage Counseling and Couples The; ms with your partner? Having the same argument over and over with your family? Feeling like your hope a; bs may require security clearances. Rest assured that we prioritize confidentiality for all our clients,,4.0,4,2026-02-18,outscraper,enriched_basic
"Align Behavioral Health | Lindsay Cirincione, Psy.D. | Health Psychologist",align-behavioral-health-lindsay-cirincione-psyd-health-psychologist-hunt-valley-md,publish,gd_place,Therapist,"Align Behavioral Health | Lindsay Cirincione, Psy.D. | Health Psychologist (PsyD) in Hunt Valley, MD.","11350 Mccormick Rd Ep 3, Suite 1202, Hunt Valley, MD 21031",Hunt Valley,MD,21031,US,39.493491,-76.6602547,(410) 449-5533,,https://www.align-health.com,,"11350 McCormick Rd EP 3, Suite 1202",PsyD,,MD,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
Ellicott City Behavioral Health,ellicott-city-behavioral-health-ellicott-city-md,publish,gd_place,Therapist,"Ellicott City Behavioral Health (PhD) in Ellicott City, MD. Specializes in Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family.","8000 Locust Mill St Suite P, Ellicott City, MD 21043",Ellicott City,MD,21043,US,39.2797744,-76.80960809999999,(443) 659-4127,,https://ecbehavioralhealth.com,,8000 Locust Mill St Suite P,PhD,,MD,,"Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Life Transitions, PTSD/Trauma, Sleep Issues, Stress Management",,Unknown,,,,Unknown,,Unknown,,,,,,,"ma


**Medical Psychology Services**; ms
  * Behavioral Pain Management",,,0,2026-02-18,outscraper,enriched_basic
"Jennifer Molinari, M.S.,LCPC,NCC. CHT",jennifer-molinari-mslcpcncc-cht-columbia-md,publish,gd_place,Therapist,"Jennifer Molinari, M.S.,LCPC,NCC. CHT (LCPC) in Columbia, MD.","Columbia, MD 21044",Columbia,MD,21044,US,39.2037144,-76.86104619999999,(410) 709-3974,,,,,LCPC,,MD,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Mind At Peace Psychotherapy,mind-at-peace-psychotherapy-essex-md,publish,gd_place,Therapist,"Mind At Peace Psychotherapy in Essex, MD.","511B Eastern Blvd, Essex, MD 21221",Essex,MD,21221,US,39.3082693,-76.4754377,(443) 600-5477,,https://www.mapeacepsych.com,,511b Eastern Blvd,,,MD,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
"Ebony Wright, Psychologist",ebony-wright-psychologist-crofton-md,publish,gd_place,Therapist,"Ebony Wright, Psychologist (MD/Psychiatrist) in Crofton, MD. Specializes in ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder. Accepts Kaiser Permanente. Telehealth available. Currently accepting new patients.","1662 Village Green #100, Crofton, MD 21114",Crofton,MD,21114,US,39.0062669,-76.6978377,(443) 795-4300,,https://lifestance.com/provider/psychologist/md/crofton/ebony-wright/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dproviders,,1662 Village Green #100,MD/Psychiatrist,,MD,,"ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, OCD, PTSD/Trauma, Perinatal/Postpartum",Kaiser Permanente,Unknown,,,,Yes - Video,,Yes,,,"ACT, Motivational Interviewing, Solution-Focused",,,,"MS & More) ](https://lifestance.com/service-category/specialty-treatments/); MA 
  * Michigan; ma 
  * Oregon  ![Open](https://lifestance.com/wp-content/themes/lifestance-ws/dist/images/ico-plus_7357db",,,0,2026-02-18,outscraper,enriched_full
"Sona Bata Psychological Services, LLC",sona-bata-psychological-services-llc-laurel-md,publish,gd_place,Therapist,"Sona Bata Psychological Services, LLC in Laurel, MD. Specializes in Family.","9811 Mallard Dr Suite 120, Laurel, MD 20708",Laurel,MD,20708,US,39.0549677,-76.8364155,(301) 202-4453,,https://sonabatapsychology.com,,9811 Mallard Dr Suite 120,,,MD,,Family,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
A Common Ground Counseling Center,a-common-ground-counseling-center-burtonsville-md,publish,gd_place,Therapist,"A Common Ground Counseling Center in Burtonsville, MD. Specializes in Anger Management.","3905 National Dr # 250, Burtonsville, MD 20866",Burtonsville,MD,20866,US,39.1125952,-76.930951,(410) 231-3477,,http://acommongroundcouns.wix.com/acg-counseling-ctr,,3905 National Dr # 250,,,MD,,Anger Management,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
Initiative Psychological Services,initiative-psychological-services-takoma-park-md,publish,gd_place,Therapist,"Initiative Psychological Services (PhD) in Takoma Park, MD. Specializes in ADHD, Chronic Illness, Grief. Accepts Johns Hopkins EHP, Kaiser Permanente, Out-of-Network.","6930 Carroll Ave Ste 610, Takoma Park, MD 20912",Takoma Park,MD,20912,US,38.9753039,-77.0139351,,,https://www.initiativepsych.com,,6930 Carroll Ave Ste 610,PhD,,MD,,"ADHD, Chronic Illness, Grief","Johns Hopkins EHP, Kaiser Permanente, Out-of-Network",Unknown,,,,Unknown,,Unknown,,,ACT,,,,al assessments for adults experiencing adhd and learning disabilities. my goal is to create a tailored approach that is designed to address your unique needs and circumstances. i emphasize your indivi; * ph.d. specializing in counseling psychology - university of illinois at urbana-champaign; al services (dres),,,0,2026-02-18,outscraper,enriched_full
Columbia Associates In Psy,columbia-associates-in-psy-greenbelt-md,publish,gd_place,Therapist,"Columbia Associates In Psy (PhD) in Greenbelt, MD.","7474 Greenway Center Dr, Greenbelt, MD 20770",Greenbelt,MD,20770,US,38.9915515,-76.88253739999999,(301) 255-0180,,,,7474 Greenway Center Dr,PhD,,MD,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
"Excellis Consulting and Clinical Services - Dr. Michael Malone, Director/Licensed Psychologist",excellis-consulting-and-clinical-services-dr-michael-malone-directorlicensed-psychologist-columbia-md,publish,gd_place,Therapist,"Excellis Consulting and Clinical Services - Dr. Michael Malone, Director/Licensed Psychologist (PhD) in Columbia, MD. Specializes in ADHD, Addiction, Anxiety, Child/Adolescent, Couples/Marriage.","9861 Broken Land Pkwy Suite #100, Columbia, MD 21046",Columbia,MD,21046,US,39.1832103,-76.8508952,(240) 547-9462,,http://excellisclinical.com,,9861 Broken Land Pkwy Suite #100,PhD,,MD,,"ADHD, Addiction, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, OCD, PTSD/Trauma, Self-Harm, Stress Management",,Unknown,,,,Unknown,,Unknown,,,"ACT, CBT, DBT, EMDR, Mindfulness-Based",,,,ma and post-traumatic stress disorder - PTSD,,,0,2026-02-18,outscraper,enriched_basic
"Karen M. O'brien, PHD",karen-m-obrien-phd-silver-spring-md,publish,gd_place,Therapist,"Karen M. O'brien, PHD (PhD) in Silver Spring, MD.","14724 Locustwood Ln, Silver Spring, MD 20905",Silver Spring,MD,20905,US,39.0976328,-76.9589275,(301) 405-5812,,,,14724 Locustwood Ln,PhD,,MD,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Open Conversations: Counseling and Assessments,open-conversations-counseling-and-assessments-laurel-md,publish,gd_place,Therapist,"Open Conversations: Counseling and Assessments in Laurel, MD. Specializes in Family, Stress Management. Telehealth available. Currently accepting new patients.","14201 Laurel Park Dr, Laurel, MD 20707",Laurel,MD,20707,US,39.0854889,-76.8785212,(240) 858-0696,,http://www.openconversationsllc.com,,14201 Laurel Park Dr,,,MD,,"Family, Stress Management",,Unknown,,,,Yes - Video,TheraNest,Yes,,,CBT,,,,,,,0,2026-02-18,outscraper,enriched_basic
"Glenetta Hudson Harris, PHD",glenetta-hudson-harris-phd-ellicott-city-md,publish,gd_place,Therapist,"Glenetta Hudson Harris, PHD (PhD) in Ellicott City, MD.","5054 Dorsey Hall Dr #105, Ellicott City, MD 21042",Ellicott City,MD,21042,US,39.2443417,-76.83549719999999,(301) 836-1426,,,,5054 Dorsey Hall Dr #105,PhD,,MD,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
"Maryland Anxiety and Depression Treatment Center: Dr. Michael J Brown, MD",maryland-anxiety-and-depression-treatment-center-dr-michael-j-brown-md-ellicott-city-md,publish,gd_place,Therapist,"Maryland Anxiety and Depression Treatment Center: Dr. Michael J Brown, MD (MD/Psychiatrist) in Ellicott City, MD. Specializes in Anxiety, Bipolar Disorder, Child/Adolescent, Depression, OCD. Accepts Out-of-Network.","5300 Dorsey Hall Dr #203, Ellicott City, MD 21042",Ellicott City,MD,21042,US,39.2456271,-76.8328696,(410) 995-8078,,http://www.marylanddepressioncenter.com,,5300 Dorsey Hall Dr #203,MD/Psychiatrist,,MD,,"Anxiety, Bipolar Disorder, Child/Adolescent, Depression, OCD, Sleep Issues",Out-of-Network,Unknown,,,,Unknown,,Unknown,,ASL,ACT,,,,"over time, and some are part of your biology. All can feel like they're outside of your control, but this simply isn't the case. When outside events a; are affecting your mood, talk therapy can be a powerful tool that helps you to learn new ways to cope. When a mental illness is affecting your mood, j; MD
[ Learn More ](https://www.marylanddepressioncenter.com/about)",,,0,2026-02-18,outscraper,enriched_full
Allison Lee MD,allison-lee-md-new-york-ny,publish,gd_place,Therapist,"Allison Lee MD (MD/Psychiatrist) in New York, NY. Specializes in Addiction, Family, Life Transitions. Telehealth available.","303 5Th Ave Suite 1707, New York, Ny 10016",New York,NY,10016,US,40.7464563,-73.9854409,(718) 679-7890,,http://allisonleemd.com,,303 5th Ave Suite 1707,MD/Psychiatrist,,NY,,"Addiction, Family, Life Transitions",,Unknown,,,,Yes - Video,doxy.me,Unknown,,,Psychodynamic,,,,,,,0,2026-02-18,outscraper,enriched_basic
