post_title,post_slug,post_status,post_type,post_category,post_content,post_address,city,region,zip,country,post_latitude,post_longitude,geodir_contact_phone,geodir_email,geodir_website,geodir_practice_name,street,geodir_license_type,geodir_license_number,geodir_license_state,geodir_license_verified,geodir_specializations,geodir_insurance_accepted,geodir_sliding_scale,geodir_price_range_min,geodir_price_range_max,geodir_session_length,geodir_telehealth,geodir_telehealth_platform,geodir_accepting_new_patients,geodir_wait_time,geodir_languages,geodir_therapy_approaches,geodir_age_groups_served,geodir_gender,geodir_years_experience,geodir_education,geodir_profile_image_url,geodir_google_rating,geodir_google_review_count,geodir_last_verified_date,geodir_data_source,geodir_enrichment_status
Passionately Living LLC,passionately-living-llc-virginia-beach-va,publish,gd_place,Therapist,"Passionately Living LLC in Virginia Beach, VA. Specializes in Anger Management, Couples/Marriage, Family, PTSD/Trauma.","3772 Shore Dr #3, Virginia Beach, VA 23455",Virginia Beach,VA,23455,US,36.9081031,-76.10378089999999,(757) 354-3538,,https://www.passionately-living.com,,3772 Shore Dr #3,,,VA,,"Anger Management, Couples/Marriage, Family, PTSD/Trauma",,Unknown,,,,Unknown,,Unknown,,,EMDR,,,,ma and couples therapy; ms in Pungo; ms & Conditions](https://passionately-living.com/wp-content/uploads/2024/09/PL-Website-Terms-and-Condit,,4.9,31,2026-02-18,outscraper,enriched_basic
"Dr. Anne Miniter McKay, PhD LPC NCC CCMHC",dr-anne-miniter-mckay-phd-lpc-ncc-ccmhc-herndon-va,publish,gd_place,Therapist,"Dr. Anne Miniter McKay, PhD LPC NCC CCMHC (PhD) in Herndon, VA. Specializes in ADHD, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage. Telehealth available. Currently accepting new patients.","487 Carlisle Dr, Herndon, VA 20170",Herndon,VA,20170,US,38.9649512,-77.3691961,(703) 328-4937,,http://www.annemckaycounseling.com,,487 Carlisle Dr,PhD,,VA,,"ADHD, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, Life Transitions, PTSD/Trauma, Stress Management",,Unknown,220.0,250.0,,Yes - Video,Zoom,Yes,,,"ACT, CBT, Gottman Method, IFS, Mindfulness-Based, Somatic",,,,& leadership roles; and skills-building for emotional regulation; ma & PTSD ](https://annemckaycounseling.com/),,4.9,28,2026-02-18,outscraper,enriched_basic
Family Wellness Group,family-wellness-group-oakton-va,publish,gd_place,Therapist,"Family Wellness Group in Oakton, VA. Specializes in Addiction, Child/Adolescent, Couples/Marriage, Family, Life Transitions.","2915 Hunter Mill Rd #14, Oakton, VA 22124",Oakton,VA,22124,US,38.8822866,-77.30052169999999,(703) 732-6426,,https://www.familywellnessgroup.com,,2915 Hunter Mill Rd #14,,,VA,,"Addiction, Child/Adolescent, Couples/Marriage, Family, Life Transitions, PTSD/Trauma, Stress Management",,Unknown,,,,Unknown,,Unknown,,,,,,,ms with your partner no longer exist; ms on your own; ms with family or loved ones,,4.7,13,2026-02-18,outscraper,enriched_basic
Bergen County Marriage Counseling,bergen-county-marriage-counseling-ridgewood-nj,publish,gd_place,Therapist,"Bergen County Marriage Counseling in Ridgewood, NJ. Specializes in Couples/Marriage, Grief. Telehealth available. Currently accepting new patients.","65 N Maple Ave, Ridgewood, Nj 07450",Ridgewood,NJ,07450,US,40.9800143,-74.1123882,(888) 621-4447,,http://www.bergencountymarriagecounseling.com,,65 N Maple Ave,,,NJ,,"Couples/Marriage, Grief",,Unknown,,,,Yes - Video,,Yes,,German,Gottman Method,,,,"ms.
# Bergen County Marriage Counseling",,5.0,9,2026-02-18,outscraper,enriched_basic
"Mel Brezovsky, Individual and Couples Counseling",mel-brezovsky-individual-and-couples-counseling-ashburn-va,publish,gd_place,Therapist,"Mel Brezovsky, Individual and Couples Counseling in Ashburn, VA. Specializes in Couples/Marriage, LGBTQ+, PTSD/Trauma, Stress Management. Telehealth available. Currently accepting new patients.","44075 Pipeline Plaza Ste 220, Ashburn, VA 20147",Ashburn,VA,20147,US,39.0228259,-77.477783,(703) 622-9559,,https://melbrezovsky.com,,44075 Pipeline Plaza STE 220,,,VA,,"Couples/Marriage, LGBTQ+, PTSD/Trauma, Stress Management",,Unknown,,,,Yes - Video,,Yes,,,,,,,ma Informed Therapy,,5.0,1,2026-02-18,outscraper,enriched_basic
"Center for Life Strategies, LLC",center-for-life-strategies-llc-fairfax-va,publish,gd_place,Therapist,"Center for Life Strategies, LLC (PhD) in Fairfax, VA. Specializes in Anxiety, Couples/Marriage, Depression, Eating Disorders, Family. Currently accepting new patients.","3025 Hamaker Ct Suite 290, Fairfax, VA 22031",Fairfax,VA,22031,US,38.867217,-77.236474,(703) 437-6311,,http://www.centerforlifestrategies.com,,3025 Hamaker Ct Suite 290,PhD,,VA,,"Anxiety, Couples/Marriage, Depression, Eating Disorders, Family, Grief, OCD, PTSD/Trauma, Sleep Issues, Stress Management",,Unknown,,,,Unknown,,Yes,,,"CBT, EFT",,,,"Ph.D.
## I help couples develop more loving and satisfying relationships by teaching new communication and; ms on your own – you would.**; Ph.D. 
I’m Linda Ritchie",,5.0,2,2026-02-18,outscraper,enriched_basic
"Love & Intimacy 101, LLC",love-intimacy-101-llc-north-chesterfield-va,publish,gd_place,Therapist,"Love & Intimacy 101, LLC in North Chesterfield, VA. Specializes in Anxiety, Child/Adolescent, Couples/Marriage.","7206 Hull St Suite 216, North Chesterfield, VA 23235",North Chesterfield,VA,23235,US,37.4735756,-77.5282615,(804) 967-4551,,http://loveandintimacy101.com,,7206 Hull St Suite 216,,,VA,,"Anxiety, Child/Adolescent, Couples/Marriage",,Unknown,,,,Unknown,,Unknown,,,ACT,,,,"s that includes the history and origin of sex, the biology of human sexuality, the meaning of intimacy, paths of personal growth, modes of healing and the list goes on! understanding the importance of; s/courses on a regular basis. this allows love & intimacy 101, llc to bring you the most up to date information and support available; trainings that includes the history and origin of sex, the biology of human sexuality, the meaning of intimacy, paths of personal growth, modes of hea",,5.0,1,2026-02-18,outscraper,enriched_basic
Thriveworks Counseling & Psychiatry McLean,thriveworks-counseling-psychiatry-mclean-mclean-va,publish,gd_place,Therapist,"Thriveworks Counseling & Psychiatry McLean (MD/Psychiatrist) in McLean, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Accepts Aetna, Anthem, Beacon Health and 7 more. Telehealth available.","1311-A Dolley Madison Blvd Suite 3D-2, Mclean, VA 22101",McLean,VA,22101,US,38.9400457,-77.17734109999999,(571) 200-5518,,https://thriveworks.com/mclean-counseling/%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic%26field:8499441%3DGMB,,1311-A Dolley Madison Blvd Suite 3D-2,MD/Psychiatrist,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Grief, LGBTQ+, PTSD/Trauma, Stress Management","Aetna, Anthem, Beacon Health, BlueCross BlueShield, Cigna, Humana, Medicare, Self-Pay Only, Tricare, UnitedHealthcare",Unknown,24.0,24.0,,Yes - Video,,Unknown,,,"CBT, DBT, EFT, EMDR, Mindfulness-Based, Motivational Interviewing, Narrative Therapy",,,,](https://thriveworks.com/mclean-counseling/%3futm_source%3dgmblisting%26utm_medium%3dorganic%26field:8499441%3dgmb); ma & PTSD](https://thriveworks.com/find-help/trauma-ptsd-therapy/); ms ](https://thriveworks.com/privacy-policy-terms-use/),,4.7,55,2026-02-18,outscraper,enriched_full
"The Center for Connection, Healing and Change, Fairfax Office",the-center-for-connection-healing-and-change-fairfax-office-fairfax-va,publish,gd_place,Therapist,"The Center for Connection, Healing and Change, Fairfax Office in Fairfax, VA. Specializes in Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family. Telehealth available.","3930 Walnut St #250, Fairfax, VA 22030",Fairfax,VA,22030,US,38.8533073,-77.3184038,(703) 878-3290,,https://www.thecenterforconnection.com/fairfax-va,,3930 Walnut St #250,,,VA,,"Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, PTSD/Trauma",,Unknown,,,,Yes - Video,,Unknown,,,"EMDR, Play Therapy",,,,MA & CT via Telehealth; ma And/Or Attachment Trauma](https://www.thecenterforconnection.com/therapy-services-for-everyone/emdr-; ma And/Or Attachment Trauma,,5.0,3,2026-02-18,outscraper,enriched_basic
Lifebulb Counseling & Therapy Alexandria,lifebulb-counseling-therapy-alexandria-alexandria-va,publish,gd_place,Therapist,"Lifebulb Counseling & Therapy Alexandria in Alexandria, VA.","6210 Old Franconia Rd Unit A, Alexandria, VA 22310",Alexandria,VA,22310,US,38.780132,-77.1534805,(703) 955-3703,,http://www.lifebulb.com/alexandria,,6210 Old Franconia Rd Unit A,,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,4.7,79,2026-02-18,outscraper,enriched_basic
"The Path To Well-Being, LLC",the-path-to-well-being-llc-manassas-va,publish,gd_place,Therapist,"The Path To Well-Being, LLC in Manassas, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent. Currently accepting new patients.","9300 Grant Ave #101, Manassas, VA 20110",Manassas,VA,20110,US,38.753299,-77.4760678,(703) 382-6871,,https://www.thepathtowell-being.com,,9300 Grant Ave #101,,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, Stress Management",,Unknown,,,,Unknown,,Yes,,,,,,,ms ](https://www.thepathtowell-being.com/forms); ms of life? Are you struggling with looping thoughts; ms and find solutions. We listen carefully to understand what affects you,,4.3,52,2026-02-18,outscraper,enriched_basic
The Family Therapy Center of McLean.,the-family-therapy-center-of-mclean-mclean-va,publish,gd_place,Therapist,"The Family Therapy Center of McLean. in McLean, VA. Specializes in Couples/Marriage, Family. Accepts Johns Hopkins EHP, Oxford Health. Telehealth available.","1313 Vincent Pl, Mclean, VA 22101",McLean,VA,22101,US,38.9368018,-77.17934489999999,(703) 893-9063,,http://www.virginiacounselling.com,,1313 Vincent Pl,,,VA,,"Couples/Marriage, Family","Johns Hopkins EHP, Oxford Health",Unknown,,,,Yes - Both,,Unknown,,,,,,,was** **at****johns hopkins university** **and did additional** **graduate training****at** **oxford university.**,,5.0,1,2026-02-18,outscraper,enriched_full
Wellspring of Hope Restorative Marriage Intensives,wellspring-of-hope-restorative-marriage-intensives-concord-va,publish,gd_place,Therapist,"Wellspring of Hope Restorative Marriage Intensives in Concord, VA. Specializes in Couples/Marriage.","439 Walkers Frd Rd, Concord, VA 24538",Concord,VA,24538,US,37.4819115,-78.92725519999999,(434) 215-3902,,https://wellspringintensives.com,,439 Walkers Frd Rd,,,VA,,Couples/Marriage,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
"Insight Counseling of Alexandria, LLC",insight-counseling-of-alexandria-llc-alexandria-va,publish,gd_place,Therapist,"Insight Counseling of Alexandria, LLC in Alexandria, VA. Specializes in Addiction, Anxiety, Couples/Marriage, Depression, Eating Disorders.","113 S St Asaph St #2, Alexandria, VA 22314",Alexandria,VA,22314,US,38.804349,-77.046098,(703) 457-6828,,https://about.me/insightcounselingalexandria,,113 S St Asaph St #2,,,VA,,"Addiction, Anxiety, Couples/Marriage, Depression, Eating Disorders, Grief, OCD, PTSD/Trauma, Self-Harm",,Unknown,,,,Unknown,,Unknown,,,EFT,,,,"in emotionally focused couples therapy (eft) for marriage counseling and couples counseling, heather smith, lpc, joins alongside couples to help them re-experience their relationship in a new and revi; ma treatment; ms of depression and/or anxiety. Often depression and anxiety carry with it additional components",,5.0,5,2026-02-18,outscraper,enriched_basic
Martha Fischer Therapy,martha-fischer-therapy-herndon-va,publish,gd_place,Therapist,"Martha Fischer Therapy in Herndon, VA. Specializes in Anger Management, Anxiety, Couples/Marriage, Family, Grief.","425 A Carlisle Dr, Herndon, VA 20170",Herndon,VA,20170,US,38.9594628,-77.370266,(703) 867-8135,,http://www.marthafischertherapy.com,,425 A Carlisle Dr,,,VA,,"Anger Management, Anxiety, Couples/Marriage, Family, Grief, Life Transitions, PTSD/Trauma",,Unknown,,,,Unknown,,Unknown,,,,,,,"ms & Fee](http://www.marthafischertherapy.com/forms); ma. 
Life is filled with crossroads—marriage",,5.0,1,2026-02-18,outscraper,enriched_basic
Thriveworks Counseling & Psychiatry McLean,thriveworks-counseling-psychiatry-mclean-mclean-va,publish,gd_place,Therapist,"Thriveworks Counseling & Psychiatry McLean (MD/Psychiatrist) in McLean, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Accepts Aetna, Anthem, Beacon Health and 7 more. Telehealth available.","6861 Elm St Suite 3A, Mclean, VA 22101",McLean,VA,22101,US,38.9366061,-77.1813359,(703) 372-9547,,https://thriveworks.com/mclean-elm-st-counseling/%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic%26field:8499441%3DGMB,,6861 Elm St Suite 3A,MD/Psychiatrist,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Grief, LGBTQ+, PTSD/Trauma, Stress Management","Aetna, Anthem, Beacon Health, BlueCross BlueShield, Cigna, Humana, Medicare, Self-Pay Only, Tricare, UnitedHealthcare",Unknown,24.0,24.0,,Yes - Video,,Unknown,,,"CBT, DBT, EFT, EMDR, Mindfulness-Based, Motivational Interviewing, Narrative Therapy",,,,](https://thriveworks.com/mclean-elm-st-counseling/%3futm_source%3dgmblisting%26utm_medium%3dorganic%26field:8499441%3dgmb); ma & PTSD](https://thriveworks.com/find-help/trauma-ptsd-therapy/); ms ](https://thriveworks.com/privacy-policy-terms-use/),,4.7,109,2026-02-18,outscraper,enriched_full
The Relationship Therapist--Susan B. Saint-Rossy,the-relationship-therapist-susan-b-saint-rossy-leesburg-va,publish,gd_place,Therapist,"The Relationship Therapist--Susan B. Saint-Rossy in Leesburg, VA. Specializes in Couples/Marriage, Family, Grief, Stress Management. Telehealth available. Currently accepting new patients.","19420 Golf Vista Plaza #330, Leesburg, VA 20176",Leesburg,VA,20176,US,39.0782298,-77.48335279999999,(703) 651-6626,,http://www.relationship-therapist.com/couple-therapy-va-dc,,19420 Golf Vista Plaza #330,,,VA,,"Couples/Marriage, Family, Grief, Stress Management",,Unknown,,,,Yes - Video,,Yes,,,"EFT, Gottman Method",,,,"in emotionally focused therapy (eft) and the gottman method. this allows me to draw from well-established perspectives while remaining anchored in a clear, structured approach to couples therapy._; ms in the abstract; ms impossible?",,5.0,3,2026-02-18,outscraper,enriched_basic
Thriveworks Counseling & Psychiatry Henrico,thriveworks-counseling-psychiatry-henrico-henrico-va,publish,gd_place,Therapist,"Thriveworks Counseling & Psychiatry Henrico (MD/Psychiatrist) in Henrico, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Accepts Aetna, Anthem, Beacon Health and 7 more. Telehealth available.","12093-95 Gayton Rd, Henrico, VA 23238",Henrico,VA,23238,US,37.6133654,-77.6358322,(804) 265-4857,,https://thriveworks.com/henrico-therapy/%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic%26field%253A8499441%3DGMB,,12093-95 Gayton Rd,MD/Psychiatrist,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Grief, LGBTQ+, PTSD/Trauma, Stress Management","Aetna, Anthem, Beacon Health, BlueCross BlueShield, Cigna, Humana, Medicare, Self-Pay Only, Tricare, UnitedHealthcare",Unknown,24.0,24.0,,Yes - Video,,Unknown,,,"CBT, DBT, EFT, EMDR, Mindfulness-Based, Motivational Interviewing, Narrative Therapy",,,,](https://thriveworks.com/henrico-therapy/%3futm_source%3dgmblisting%26utm_medium%3dorganic%26field%253a8499441%3dgmb); ma & PTSD](https://thriveworks.com/find-help/trauma-ptsd-therapy/); ms ](https://thriveworks.com/privacy-policy-terms-use/),,4.5,79,2026-02-18,outscraper,enriched_full
"Warrenton Women's Counseling Center - Michelle Kelley, PhD, LCSW",warrenton-womens-counseling-center-michelle-kelley-phd-lcsw-warrenton-va,publish,gd_place,Therapist,"Warrenton Women's Counseling Center - Michelle Kelley, PhD, LCSW (PhD) in Warrenton, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent. Accepts Out-of-Network. Telehealth available. Currently accepting new patients.","92 Main St Ste 202, Warrenton, VA 20186",Warrenton,VA,20186,US,38.7123906,-77.7931866,(540) 316-6362,,http://www.warrentonwomenscounselingcenter.com,,92 Main St Ste 202,PhD,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Grief, Life Transitions, PTSD/Trauma, Stress Management",Out-of-Network,Unknown,,,,Yes - Both,Zoom,Yes,,,"CBT, Mindfulness-Based",,,,](https://www.warrentonwomenscounselingcenter.com/what-we-treat/assertiveness-training/); ma & PTSD](https://www.warrentonwomenscounselingcenter.com/what-we-treat/trauma-ptsd/); ms – seriously,,4.7,14,2026-02-18,outscraper,enriched_full
Healing Touch Counseling & Wellness LLC,healing-touch-counseling-wellness-llc-springfield-va,publish,gd_place,Therapist,"Healing Touch Counseling & Wellness LLC in Springfield, VA. Specializes in Addiction, Couples/Marriage, Depression, Family, Grief. Currently accepting new patients.","6800 Backlick Rd #100, Springfield, VA 22150",Springfield,VA,22150,US,38.7710912,-77.1845518,(240) 601-5272,,https://healingtouchcounseling.com,,6800 Backlick Rd #100,,,VA,,"Addiction, Couples/Marriage, Depression, Family, Grief, PTSD/Trauma, Stress Management",,Unknown,,,,Unknown,,Yes,,,"CBT, IFS, Mindfulness-Based",,,,,,4.0,4,2026-02-18,outscraper,enriched_basic
Motivate N Renew,motivate-n-renew-manassas-va,publish,gd_place,Therapist,"Motivate N Renew in Manassas, VA. Specializes in ADHD, Addiction, Anger Management, Couples/Marriage, Family.","Historic District, Manassas, VA 20110",Manassas,VA,20110,US,38.765738,-77.4811761,(804) 372-5223,,https://motivatenrenew.com,,Historic District,,,VA,,"ADHD, Addiction, Anger Management, Couples/Marriage, Family",,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,1,2026-02-18,outscraper,enriched_basic
"Living Anew Counseling & Consulting, LLC",living-anew-counseling-consulting-llc-mechanicsville-va,publish,gd_place,Therapist,"Living Anew Counseling & Consulting, LLC in Mechanicsville, VA.","9137 Chamberlayne Rd, Mechanicsville, VA 23116",Mechanicsville,VA,23116,US,37.6485007,-77.40701709999999,(804) 214-7043,,,,9137 Chamberlayne Rd,,,VA,,,,,,,,,,,,,,,,,,,5.0,2,2026-02-18,outscraper,cleaned
"A Peace of Mind Counseling Services, LLC",a-peace-of-mind-counseling-services-llc-richmond-va,publish,gd_place,Therapist,"A Peace of Mind Counseling Services, LLC in Richmond, VA. Specializes in Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression. Accepts Kaiser Permanente, Medicaid, Medicare. Telehealth available.","713 Twinridge Ln, Richmond, VA 23235",Richmond,VA,23235,US,37.5005035,-77.54803679999999,(804) 277-9551,,http://www.apomcounseling.com,,713 Twinridge Ln,,,VA,,"Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Stress Management","Kaiser Permanente, Medicaid, Medicare",Unknown,,,,Yes - Video,TheraNest,Unknown,,Spanish,,,,,seminar ](https://apomcounseling.com/parenting-classes/); al services](https://apomcounseling.com/education-center-2/),,4.2,19,2026-02-18,outscraper,enriched_full
Virginia Relationship Center,virginia-relationship-center-arlington-va,publish,gd_place,Therapist,"Virginia Relationship Center (PhD) in Arlington, VA. Specializes in Anger Management, Anxiety, Couples/Marriage, Depression, Grief.","2300 N Pershing Dr #201, Arlington, VA 22201",Arlington,VA,22201,US,38.8804484,-77.0861443,(703) 772-8677,,http://www.virginiarelationshipcenter.com,,2300 N Pershing Dr #201,PhD,,VA,,"Anger Management, Anxiety, Couples/Marriage, Depression, Grief",,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
Transitions Individual & Couple's Counseling,transitions-individual-couples-counseling-harrisonburg-va,publish,gd_place,Therapist,"Transitions Individual & Couple's Counseling (PhD) in Harrisonburg, VA. Specializes in Addiction, Anger Management, Anxiety, Couples/Marriage, Depression. Telehealth available.","250 E Market St D, Harrisonburg, VA 22801",Harrisonburg,VA,22801,US,38.4493574,-78.86545699999999,(540) 908-2045,,https://transitionsmft.org,,250 E Market St D,PhD,,VA,,"Addiction, Anger Management, Anxiety, Couples/Marriage, Depression, Family, Grief, PTSD/Trauma",,Unknown,180.0,320.0,,Yes - Video,,Unknown,,,,,,,of wellness you desire for your life,,5.0,2,2026-02-18,outscraper,enriched_basic
Angel Marriage and Family Services,angel-marriage-and-family-services-norfolk-va,publish,gd_place,Therapist,"Angel Marriage and Family Services (LMFT) in Norfolk, VA. Specializes in Addiction, Couples/Marriage, Family, Stress Management.","900 Granby St #104, Norfolk, VA 23510",Norfolk,VA,23510,US,36.859124,-76.2880067,(757) 788-2959,,https://angelmarriageandfamily.com,,900 Granby St #104,LMFT,,VA,,"Addiction, Couples/Marriage, Family, Stress Management",,Unknown,,,,Unknown,,Unknown,,,EFT,,,,"angel myers is a licensed marriage and family therapist with over 15 years experience in behavioral health care with a record of service excellence in family & couples counseling, emotionally focused",,5.0,1,2026-02-18,outscraper,enriched_basic
"Alicia Bernarducci, LCSW",alicia-bernarducci-lcsw-ridgewood-nj,publish,gd_place,Therapist,"Alicia Bernarducci, LCSW (LCSW) in Ridgewood, NJ. Specializes in Couples/Marriage, Grief. Telehealth available. Currently accepting new patients.","65 N Maple Ave # 208, Ridgewood, Nj 07451",Ridgewood,NJ,07451,US,40.9800143,-74.1123882,(888) 621-4447,,https://www.bergencountymarriagecounseling.com,,65 N Maple Ave # 208,LCSW,,NJ,,"Couples/Marriage, Grief",,Unknown,,,,Yes - Video,,Yes,,German,Gottman Method,,,,"ms.
# Bergen County Marriage Counseling",,5.0,68,2026-02-18,outscraper,enriched_basic
"Dr. Nedra Voorhies, LPC",dr-nedra-voorhies-lpc-mechanicsville-va,publish,gd_place,Therapist,"Dr. Nedra Voorhies, LPC (LPC) in Mechanicsville, VA.","6366 Mechanicsville Tpke Suite 201A, Mechanicsville, VA 23111",Mechanicsville,VA,23111,US,37.6166182,-77.3235198,(804) 502-9111,,http://www.drnedravoorhies.com,,6366 Mechanicsville Tpke Suite 201A,LPC,,VA,,,,Unknown,,,,Unknown,,Unknown,,,Solution-Focused,,,,"ms
Click here to view and print forms for your appointment; ms ](https://www.drnedravoorhies.com/helpful-forms); ba TherapySites](https://www.therapysites.com)",,4.3,6,2026-02-18,outscraper,enriched_basic
Communicate & Connect Counseling,communicate-connect-counseling-fairfax-va,publish,gd_place,Therapist,"Communicate & Connect Counseling in Fairfax, VA. Specializes in Anger Management, Anxiety, Child/Adolescent, Chronic Illness, Couples/Marriage. Accepts Out-of-Network. Telehealth available. Currently accepting new patients.","10300 Eaton Pl Suite 440, Fairfax, VA 22030",Fairfax,VA,22030,US,38.8614536,-77.3021971,(757) 269-9084,,https://www.communicateandconnect.com/counseling-fairfax/%3Futm_source%3Dgoogle%26utm_medium%3Dgbp%26utm_campaign%3DGMB-Listing-Fairfax,,10300 Eaton Pl Suite 440,,,VA,,"Anger Management, Anxiety, Child/Adolescent, Chronic Illness, Couples/Marriage, Family, LGBTQ+, Life Transitions, PTSD/Trauma, Stress Management",Out-of-Network,Unknown,125.0,425.0,,Yes - Video,"Zoom, Jane App",Yes,,,"ACT, Art Therapy, EFT, Humanistic, Narrative Therapy",,,,"al tips for healthier relationships, communication, and navigating military family life; purposes. she works with clients on a weekly basis and has a reschedule only policy. we are happy to provide more information about this should you wish to work with her; MS OF USE ](https://www.communicateandconnect.com/termsofuse/)",,5.0,6,2026-02-18,outscraper,enriched_full
The Women's Counseling Center,the-womens-counseling-center-richmond-va,publish,gd_place,Therapist,"The Women's Counseling Center in Richmond, VA.","6714 Patterson Ave # 101, Richmond, VA 23226",Richmond,VA,23226,US,37.58891,-77.527715,(804) 288-2217,,,,6714 Patterson Ave # 101,,,VA,,,,,,,,,,,,,,,,,,,5.0,3,2026-02-18,outscraper,cleaned
Restoration Counseling Center,restoration-counseling-center-charlottesville-va,publish,gd_place,Therapist,"Restoration Counseling Center in Charlottesville, VA. Specializes in Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family. Currently accepting new patients.","3595 Grand Forks Blvd, Charlottesville, VA 22911",Charlottesville,VA,22911,US,38.1350419,-78.4417641,(434) 218-3592,,https://www.charlottesvillechristiancounseling.com,,3595 Grand Forks Blvd,,,VA,,"Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, PTSD/Trauma, Perinatal/Postpartum, Stress Management",,Unknown,,,,Unknown,,Yes,,,,,,,ms for what they were - something caused by my illness. We went through my cognitive distortions and sl,,5.0,10,2026-02-18,outscraper,enriched_basic
Thriveworks Counseling & Psychiatry Arlington,thriveworks-counseling-psychiatry-arlington-arlington-va,publish,gd_place,Therapist,"Thriveworks Counseling & Psychiatry Arlington (MD/Psychiatrist) in Arlington, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Accepts Aetna, Anthem, Beacon Health and 7 more. Telehealth available.","5303 Langston Blvd., Arlington, VA 22207",Arlington,VA,22207,US,38.8966618,-77.1352366,(703) 457-1749,,https://thriveworks.com/arlington-counseling/%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic%26field:8499441%3DGMB,,5303 Langston Blvd.,MD/Psychiatrist,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Grief, LGBTQ+, PTSD/Trauma, Stress Management","Aetna, Anthem, Beacon Health, BlueCross BlueShield, Cigna, Humana, Medicare, Self-Pay Only, Tricare, UnitedHealthcare",Unknown,24.0,24.0,,Yes - Video,,Unknown,,,"CBT, DBT, EFT, EMDR, Mindfulness-Based, Motivational Interviewing, Narrative Therapy",,,,](https://thriveworks.com/arlington-counseling/%3futm_source%3dgmblisting%26utm_medium%3dorganic%26field:8499441%3dgmb); ma & PTSD](https://thriveworks.com/find-help/trauma-ptsd-therapy/); ms ](https://thriveworks.com/privacy-policy-terms-use/),,4.2,60,2026-02-18,outscraper,enriched_full
"Lotus of Life Counseling, LLC",lotus-of-life-counseling-llc-fredericksburg-va,publish,gd_place,Therapist,"Lotus of Life Counseling, LLC in Fredericksburg, VA. Specializes in Couples/Marriage, Family.","713 Westwood Office Park, Fredericksburg, VA 22401",Fredericksburg,VA,22401,US,38.2974913,-77.4943117,(540) 693-0466,,http://lotusoflifecounseling.com,,713 Westwood Office Park,,,VA,,"Couples/Marriage, Family",,Unknown,,,,Unknown,,Unknown,,,,,,,ba TherapySites](https://www.therapysites.com),,5.0,6,2026-02-18,outscraper,enriched_basic
"Yvonne Fall, LPC, LLC",yvonne-fall-lpc-llc-ashland-va,publish,gd_place,Therapist,"Yvonne Fall, LPC, LLC (LPC) in Ashland, VA. Specializes in Anxiety, Couples/Marriage, Depression, Family, PTSD/Trauma.","9568 Kings Charter Dr #103, Ashland, VA 23005",Ashland,VA,23005,US,37.693996,-77.4367613,(804) 412-8515,,https://www.yvonnefalllpc.com,,9568 Kings Charter Dr #103,LPC,,VA,,"Anxiety, Couples/Marriage, Depression, Family, PTSD/Trauma",,Unknown,,,,Unknown,,Unknown,,,EMDR,,,,in how to move past the effects of trauma. **; ma on their,,4.8,4,2026-02-18,outscraper,enriched_basic
